date,url,tags,au_url,au_id,title,description,year
2011-01-25,sketching-the-visual-thinking-power-tool,creativity,mrohde,Mike Rohde,Sketching: the Visual Thinking Power Tool,"You don’t have to be a great singer to write a great song, just ask Bob Dylan. Likewise, you needn’t be a Leonardo to draw your way to more and better ideas. Sketching helps you generate concepts quickly, exploring alternatives rapidly and at no cost of resources. The looseness of a sketch removes inhibitions, granting clients and colleagues permission to consider and challenge the ideas it represents. Mike Rohde outlines the practice, surveys the tools, and shares ways to become confident with this method of brainstorming, regardless of your level of artistic ability.",2011
2011-01-25,the-miseducation-of-the-doodle,creativity,sbrown,Sunni Brown,The Miseducation of the Doodle,"The teacher who chastised you for “mindless doodling” was wrong on both counts. Far from shutting down the mind, the act of doodling engages the brain in the kind of visual sense-making people have practiced for over 30,000 years. Doodling sharpens concentration, increases retention, and enhances access to the problem solving unconscious. It activates the portions of the visual cortex that allow us to see mental imagery and manipulate concepts, and unifies three major learning modalities, visual, auditory, and kinesthetic. Doodle Revolution leader Sunni Brown introduces strategic doodling and presents the ABCs of our shared visual alphabet.",2011
2011-01-11,a-simpler-page,layout-grids;mobile-multidevice;typography-web-fonts,cmod,Craig Mod,A Simpler Page,"Want to design a book? There are mountains of beautifully designed examples to inspire you. But what about digital books? How do you create elegantly typeset, gloriously balanced reading experiences when tablets render type differently and support different fonts, text can extend in every direction, and type can change size? Craig Mod (Flipboard, Art Space Tokyo) addresses these questions and presents the initial release of Bibliotype, an HTML baseline typography library for tablet reading.",2011
2011-01-11,design-criticism-creative-process,graphic-design;creativity,cmcdaniel,Cassie McDaniel,Design Criticism and the Creative Process,"In every design project, at some point we quit what we’re doing and share our unfinished work with colleagues or clients. This begs the question: Just what does the critique do for the design and the rest of the project? Do critiques really help and are they necessary? If so, how do we use their inconsistencies to improve our creative output? Cassie McDaniel explores how critiques can help us navigate complex processes and projects and collaborate effectively to create original and engaging work.",2011
2010-12-14,smartphone-browser-landscape,browsers;mobile-multidevice;interaction-design,peterpaulkoch,Peter-Paul Koch,Smartphone Browser Landscape,"Users expect websites to work on their mobile phones. In two to three years, mobile support will become standard for any site. Web developers must add mobile web development to their skill set or risk losing clients. How do you make websites mobile compatible? The simple answer is to test on all mobile devices and fix any problems you encounter. But with at least ten operating systems and fifteen browsers out there, it is impossible to do that. Nor can we test only in iPhone and Android and expect to serve our market. PPK surveys the mobile web market, as well as phone platforms and their browsers, and shows how to set up a mobile test bed that works.",2010
2010-12-14,testing-content,content-strategy;workflow-tools;user-research,angela-colter,Angela Colter,Testing Content,"Whether the purpose of your site is to convince people to do something, to buy something, or simply to inform, testing only whether they can find information or complete transactions is a missed opportunity: Is the content appropriate for the audience? Can they read and understand what you’ve written? Angela Colter shows how to predict whether your content  will work (without users) and test whether it does work (with users). While you can’t test every sentence on your site, you don’t need to. Focus on tasks that are critical to your users and your business. Learn how to test the content to find out if and where your site falls short.",2010
2010-11-30,the-accessibility-of-wai-aria,accessibility,dfischer,Detlev Fischer,The Accessibility of WAI-ARIA,Web developers interested in accessibility issues often look to WAI-ARIA to bridge the accessibility gap created by ubiquitous scripting and make web applications more accessible to blind and visually impaired users. But can we recommend WAI-ARIA without reservation? Are there times when appropriate semantic HTML elements are preferable to custom widgets?,2010
2010-11-30,aria-and-progressive-enhancement,accessibility,derekfeatherstone,Derek Featherstone,ARIA and Progressive Enhancement,"For seven years, progressive enhancement has been how we build sustainable, interoperable, and accessible web solutions. Now that the release of ARIA is approaching, let’s see how ARIA fits within progressive enhancement strategy. Can we use ARIA in a way that respects progressive enhancement? Can we use ARIA in ways that ensure we have a working solution at every level?",2010
2010-11-16,understanding-css3-transitions,css;interaction-design,dancederholm,Dan Cederholm,Understanding CSS3 Transitions,"From advanced selectors to generated content to the triumphant return of web fonts, and from gradients, shadows, and rounded corners to full-blown animations, CSS3 is a universe of creative possibilities. No one can better guide you through these galaxies than world-renowned designer, author, and CSS superstar Dan Cederholm of SimpleBits and Dribbble fame.  We are delighted to present an excerpt from his new book (and the second publication from A Book Apart), CSS3 For Web Designers.",2010
2010-11-16,css-positioning-101,css;html;layout-grids,nstokes,Noah Stokes,CSS Positioning 101,"If you’re a front end developer or a designer who likes to code, CSS-based layouts are at the very core of your work. Designer slash developer Noah Stokes scrutinizes the CSS position property to show how you can use it to create standards-compliant, table-free CSS layouts. Test or refresh your knowledge of static, relative, absolute, fixed, and inherited positioning, and how they work together to create any web layout the mind can conceive.",2010
2010-11-02,art-direction-and-design,writing;graphic-design;layout-grids;typography-web-fonts,dmall,Dan Mall,Art Direction and Design,"Sure, your design’s composition is perfectly balanced, the typographical hierarchy works, and the contrast is bang on. But, when you step back and take a look, how does it make you feel? Does your design evoke the right emotion? Dan Mall explains the difference between art direction and design on the web and challenges us to do it again, this time with feeling.",2010
2010-11-02,get-started-with-git,project-management;workflow-tools,alshaw,Al Shaw,Get Started with Git,"Version control: It isn’t just for coders anymore. If you’re a writer, editor, or a designer who works iteratively on the web and you want to reshuffle or combine pieces of your work quickly and efficiently, version control is for you, too. Al Shaw shows us how easy it is to install, set up, and work with Git—open-source, version control software that offers you much, much, more than just “undo.”",2010
2010-10-19,survey2010,industry;state-of-the-web,alastaff,ALA Staff,The ALA 2010 Web Design Survey,"Nobody has ever compiled even the most basic data about the salaries, titles, educational background, and so on of people who make websites—nobody, that is, but the readers of A List Apart. Other surveys compile helpful data about which software packages web designers use to do their work, and which technologies they’re keen on, but only the A List Apart survey gets down to the business of business. It’s time once again to let your voice be (anonymously) heard. As you have each year since 2007, please take a few minutes to complete the survey for people who make websites.",2010
2010-10-05,findings-from-the-web-design-survey-2009,design;brand-identity;layout-grids;the-server-side;community;industry;state-of-the-web;project-management;web-strategy,alastaff,ALA Staff,"Findings from the Web Design Survey, 2009","The findings are in from the survey for people who make websites. Once again, we have crunched the data this way and that, figured out what the numbers were telling us, and assembled the sliced and diced data-bytes into nifty charts and graphs for your edification and pleasure. As in years past, what emerges is the first true picture of the profession of web design as it is practiced by men and women of all ages, across all continents, in corporations, agencies, non-profits, and freelance configurations.",2010
2010-09-21,forward-thinking-form-validation,browsers;css;html;javascript,rseddon,Ryan Seddon,Forward Thinking Form Validation,"When users complete a form to buy your product or sign up for your service, you want to reduce mistakes and guide them to success. Now, with HTML5 form input types and attributes, you can set validation constraints to check user input. With CSS3’s new UI pseudo-classes, you can style validation states to make form completion quick and effortless.",2010
2010-09-21,testing-accordion-forms,interaction-design;usability,lwroblewski,Luke Wroblewski,Testing Accordion Forms,"Web forms let people complete important tasks on your site; web form design details can have a big impact on how successful, efficient, and happy with the process they are—especially details like form length. Enter accordion forms, which dynamically hide and reveal sections of related questions as people complete the form, allowing them to focus on what matters and finish quickly. How do your smallest design decisions affect completion speed? Which design choices make these innovative forms feel familiar and easy? Which choices make them feel foreign and complex, leading people to make errors?",2010
2010-09-07,the-look-that-says-book,css;layout-grids;typography-web-fonts,spartan,Richard Fink,The Look That Says Book,"Hyphenation and justification: It’s not just for print any more. Armed with good taste, a special unicode font character called the soft hyphen, and a bit o’ JavaScript jiggery, you can justify and hyphenate web pages with the best of them. Master the zero width space. Use the Hyphenator.js library to bottle fame, brew glory, and put a stopper in death. Create web pages that hyphenate and justify on the fly, even when the layout reflows in response to changes in viewport size.",2010
2010-09-07,strategic-content-management,content-strategy;web-strategy,jkahn,Jonathan Kahn,Strategic Content Management,"Any web project more complex than a blog requires custom CMS design work. It’s tempting to use familiar tools and try to shoehorn content in—but we can’t select the appropriate tool until we’ve figured out the project’s specific needs. So what should a CMS give us, apart from a bunch of features? How can we choose and customize a CMS to fit a project’s needs? How can content strategy help us understand what those needs really are? And what happens a day, a week, or a year after we’ve installed and customized the CMS?",2010
2010-08-17,apps-vs-the-web,application-development;css;html;javascript;mobile-multidevice,craighockenberry,Craig Hockenberry,Apps vs. the Web,"There’s an app for that, and you’re the folks who are creating it. But should you design a web-based application, or an iPhone app? Each approach has pluses and minuses—not to mention legions of religiously rabid supporters. Apple promotes both approaches (they even gave the web a year-long head start before beginning to sell apps in the store), and the iPhone’s Safari browser supports HTML5 and CSS3 and brags a fast JavaScript engine. Yet many companies and individuals with deep web expertise choose to create iPhone apps instead of web apps that can do the same thing. Explore both approaches and learn just about everything you’ll need to know if you choose to create an iPhone app, from the lingo, to the development process, to the tricks that can smooth the path of doing business with Apple.",2010
2010-08-17,good-help-is-hard-to-find,interaction-design;usability,lylemullican,Lyle Mullican,Good Help is Hard to Find,"Help content gets no respect. For one thing, it is content, and our horse-before-cart industry is only now beginning to seriously tackle content strategy. For another, we assume that our site is so usable, nobody will ever need the help content anyway. Typically, no one is in charge of the help content and no strategy exists to keep it up to date. On most sites, help content is hard to find, poorly written, blames the user, and turns a mildly frustrating experience into a lousy one. It’s time to rethink how we approach this part of our site. Done well, help content offers tremendous potential to earn customer loyalty. By learning to plan for and create useful help content, we can turn frustrated users into our company’s biggest fans.",2010
2010-08-03,no-one-nos-learning-to-say-no-to-bad-ideas,business;project-management,whitneyhess,Whitney Hess,No One Nos: Learning to Say No to Bad Ideas,"You can’t create what clients need when you’re too busy saying yes to everything they want. As a user experience designer, it’s your job to say no to bad ideas and pointless practices. But getting to no is never easy. Proven techniques that can turn vocal negatives into positive experiences for you, the client, and most importantly, the end-user include citing best practices and simple but powerful business cases; proving your point with numbers; shifting focus from what to who; using the “positive no”; and, when necessary, pricing yourself out.",2010
2010-08-03,kick-ass-kickoff-meetings,business;project-management,kevinhoffman,Kevin M. Hoffman,Kick Ass Kickoff Meetings,"Too many kickoff meetings squander the busiest, most expensive people’s time reiterating what everyone already knows. If every meeting is an opportunity, why waste your first one? By asking stakeholders tough questions before the kick-off, and using the meeting itself to explore ideas and build relationships, you can turn a room of mutually suspicious turf battlers into an energetic team with shared ownership of the end-product and the kind of bond that can sustain the group through the challenges ahead.",2010
2010-07-20,svg-with-a-little-help-from-raphael,browsers;javascript,briansuda,Brian Suda,SVG with a little help from Raphaël,"Want to make fancy, interactive, scalable vector graphics (SVGs) that look beautiful at any resolution and degrade with grace? Brian Suda urges you to consider Raphaël for your SVG heavy lifting.",2010
2010-07-20,javascript-minification-part-II,javascript;workflow-tools,nzakas,Nicholas C. Zakas,JavaScript Minification Part II,"Variable naming can be a source of coding angst for humans trying to understand code. Once you’re sure that a human doesn’t need to interpret your JavaScript code, variables simply become generic placeholders for values. Nicholas C. Zakas shows us how to further minify JavaScript by replacing local variable names with the YUI Compressor.",2010
2010-07-06,supersize-that-background-please,browsers;css,bobbyvandersluis,Bobby van der Sluis,"Supersize that Background, Please!","Background images that fill the screen thrill marketers but waste bandwidth in devices with small viewports, and suffer from cropping and alignment problems in high-res and widescreen monitors. Instead of using a single fixed background size, a better solution would be to scale the image to make it fit different window sizes. And with CSS3 backgrounds and CSS3 media queries, we can do just that. Bobby van der Sluis shows how.",2010
2010-07-06,prefix-or-posthack,browsers;css,emeyer,Eric Meyer,Prefix or Posthack,"Vendor prefixes: Threat or menace? As browser support (including in IE9) encourages more of us to dive into CSS3, vendor prefixes such as -moz-border-radius and -webkit-animation may challenge our consciences, along with our patience. But while nobody particularly enjoys writing the same thing four or five times in a row, prefixes may actually accelerate the advancement and refinement of CSS. King of CSS Eric Meyer explains why.",2010
2010-06-22,taking-advantage-of-html5-and-css3-with-modernizr,css;html;javascript,farukates,Faruk Ateş,Taking Advantage of HTML5 and CSS3 with Modernizr,"Years ago, CSS browser support was patchy and buggy, and only daring web designers used CSS for layouts. Today, CSS layouts are commonplace and every browser supports them. But the same can’t be said for CSS3 and HTML5. That’s where Faruk Ateş’s Modernizr comes in. This open-source JavaScript library makes it easy to support different levels of experiences, based on the capabilities of each visitor’s browser. Learn how to take advantage of everything in HTML5 and CSS3 that is implemented in some browsers, without sacrificing control over the user experience in other browsers.",2010
2010-06-22,stop-forking-with-css3,browsers;css;javascript;workflow-tools,agustafson,Aaron Gustafson,Stop Forking with CSS3,"You may remember when JavaScript was a dark art. It earned that reputation because, in order to do anything with even the teensiest bit of cross-browser consistency, you had to fork your code for various versions of Netscape and IE. Today, thanks to web standards advocacy and diligent JavaScript library authors, our code is relatively fork-free. Alas, in our rush to use some of the features available in CSS3, we’ve fallen off the wagon. Enter Aaron Gustafson’s eCSStender, a JavaScript library that lets you use CSS3 properties and selectors while keeping your code fork- and hack-free.",2010
2010-06-08,fonts-at-the-crossing,state-of-the-web;typography-web-fonts,spartan,Richard Fink,Web Fonts at the Crossing,"Everything you wanted to know about web fonts but were afraid to ask. Richard Fink summarizes the latest news in web fonts, examining formats, rules, licenses, and tools. He creates a checklist for evaluating font hosting and obfuscation services like Typekit; looks at what’s coming down the road (from problems of advanced typography being pursued by the CSS3 Fonts Module group, to the implications of Google-hosted fonts); and wraps it all up with a how-to on making web fonts work today.",2010
2010-05-25,quick-and-dirty-remote-user-testing,interaction-design;usability;user-research,nbolt,Nate Bolt,Quick and Dirty Remote User Testing,"User research doesn’t have to be expensive and time-consuming. With online applications, you can test your designs, wireframes, and prototypes over the phone and your computer with ease and aplomb. Nate Bolt shows the way.",2010
2010-05-25,responsive-web-design,css;layout-grids;mobile-multidevice;responsive-design;interaction-design,emarcotte,Ethan Marcotte,Responsive Web Design,"Designers have coveted print for its precision layouts, lamenting the varying user contexts on the web that compromise their designs. Ethan Marcotte advocates we shift our design thinking to appropriate these constraints: using fluid grids, flexible images, and media queries, he shows us how to embrace the “ebb and flow of things&#8221 with responsive web design.",2010
2010-05-04,habit-fields,creativity,jackcheng,Jack Cheng,Habit Fields,"We have the power to bestow our abilities onto the things around us. By being conscious of our tools, habits, and spaces, and actively conditioning them to help us behave the way we want to behave, maybe we can more efficiently tap into the thousands of hours of creative genius embedded in our everyday objects. Maybe we’ll be able to maximize the capabilities that new technologies afford us without being overwhelmed by the distractions. And, just maybe, we’ll remember what it feels like to be utterly engrossed in our daily work.",2010
2010-05-04,a-brief-history-of-markup,html;state-of-the-web,jeremykeith,Jeremy Keith,A Brief History of Markup,"Hot off the presses! In his brand new, brief book for people who make websites, HTML5 For Web Designers, Jeremy Keith cuts through the confusion surrounding the web’s new markup language and presents what every accessibility- and standards-focused web designer and developer needs to know about it—from semantics to strategy. Not only is HTML5 For Web Designers a great, fast read, it is also our first A Book Apart publication. To celebrate, A List Apart proudly presents all of “Chapter One: A Brief History of Markup.” Enjoy!",2010
2010-04-20,better-javascript-minification,javascript;workflow-tools,nzakas,Nicholas C. Zakas,Better JavaScript Minification,"Like CSS, JavaScript works best and hardest when stored in an external file that can be downloaded and cached separately from our site’s individual HTML pages. To increase performance, we limit the number of external requests and make our JavaScript as small as possible. JavaScript minification schemes began with JSMin in 2004 and progressed to the YUI Compressor in 2007. Now the inventor of Extreme JavaScript Compression with YUI Compressor reveals coding patterns that interfere with compression, and techniques to modify or avoid these coding patterns so as to improve the YUI Compressor’s performance. Think small and live large.",2010
2010-04-20,design-patterns-faceted-navigation,html;interaction-design;usability,jcallender;petermorville,Jeffery Callender;Peter Morville,Design Patterns: Faceted Navigation,"Faceted navigation may be the most significant search innovation of the past decade. It features an integrated, incremental search and browse experience that lets users begin with a classic keyword search and then scan a list of results. It also serves up a custom map that provides insights into the content and its organization and offers a variety of useful next steps. In keeping with the principles of progressive disclosure and incremental construction, it lets users formulate the equivalent of a sophisticated Boolean query by taking a series of small, simple steps. Learn how it works, why it has become ubiquitous in e-commerce, and why it’s not for every site.",2010
2010-03-30,contrast-is-king,graphic-design;accessibility,lesliejenseninman,Leslie Jensen-Inman,Contrast is King,"Being colorblind doesn’t mean not seeing color. It means seeing it differently. If colorblindness challenges the colorblind, it also challenges designers. Some of us think designing sites that are colorblind-friendly means sticking with black and white, or close to it. But the opposite is true. Using contrast effectively not only differentiates our site’s design from others, it’s the essential ingredient that can make our content accessible to every viewer, including the colorblind. By understanding contrast, we can create websites that unabashedly revel in color.",2010
2010-03-30,infrequently-asked-questions-of-faqs,content-strategy;information-architecture,RSGracey,R. Stephen Gracey,Infrequently Asked Questions of FAQs,"We take FAQs for granted as part of our sites’ content, but do they really work, or are they a band-aid for poor content? FAQ-hater R. Stephen Gracey explores the history and usability of FAQs. Learn how to collect, track, and analyze real user questions, sales inquiries, and support requests, and use the insights gained thereby to improve your site’s content, not just to write a FAQ.  Find out when FAQs are an appropriate part of your content strategy, and discover how to ensure that your FAQ is doing all it should to help your customers.",2010
2010-03-09,flashstandards,industry;state-of-the-web;interaction-design,dmall,Dan Mall,Flash and Standards: The Cold War of the Web,"You’ve probably heard that Apple recently announced the iPad. The absence of Flash Player on the device seems to have awakened the HTML5 vs. Flash debate. Apparently, it’s the final nail in the coffin for Flash. Either that, or the HTML5 community is overhyping its still nascent markup language update. The arguments run wide, strong, and legitimate on both sides. Yet both sides might also be wrong. Designer/developer Dan Mall is equally adept at web standards and Flash; what matters, he says, isn’t technology, but people.",2010
2010-03-09,ebookstandards,html;industry;layout-grids;mobile-multidevice;typography-web-fonts;usability,joeclark,Joe Clark,Web Standards for E-books,"E-books aren’t going to replace books. E-books are books, merely with a different form. More and more often, that form is ePub, a format powered by standard XHTML. As such, ePub can benefit from our nearly ten years’ experience building standards-compliant websites. That’s great news for publishers and standards-aware web designers. Great news for readers, too. Our favorite genius, Joe Clark, explains the simple why and how.",2010
2010-02-23,interview-with-scott-berkun,business;industry,bobulate;scottberkun,Liz Danzico;Scott Berkun,Training the Butterflies: Interview with Scott Berkun,"Whether it’s in front of a huge audience or a handful of executives, smooth public speaking is essential to a successful web design career. Yet most of us are more afraid of speaking in public than we are of death. In a lively give-and-take, Liz Danzico interviews Scott Berkun, author of Confessions of a Public Speaker, for tips on how to prepare for public speaking, how to perfect your timing, and what to do when bad things happen.",2010
2010-02-23,accent-folding-for-auto-complete,javascript;typography-web-fonts;accessibility;interaction-design;usability,carlosbueno,Carlos Bueno,Accent Folding for Auto-Complete,"Another generation of technology has passed and Unicode support is almost everywhere. The next step is to write software that is not just “internationalized” but truly multilingual. In this article we will skip through a bit of history and theory, then illustrate a neat hack called accent-folding. Accent-folding has its limitations but it can help make some important yet overlooked user interactions work better.",2010
2010-02-09,the-problem-with-passwords,browsers;javascript;usability,lylemullican,Lyle Mullican,The Problem with Passwords,"Abandoning password masking as Jakob Nielsen suggests could present serious problems, including undermining a user’s trust by failing to meet a basic  expectation. But with design patterns gleaned from offline applications, plus a dash of JavaScript, we can provide feedback and reduce password errors without compromising the basic user experience or losing our visitors’ trust.",2010
2010-02-09,words-that-zing,content-strategy;writing,cjones,Colleen Jones,Words that Zing,"When someone consults a website, there is a precious opportunity not only to provide useful information but also to influence their decision. To make the most of this opportune moment, we must ensure that the site says or does precisely the right thing at precisely the right time. Understanding the rhetorical concept of kairos can help us craft a context for the opportune moment and hit the mark with appropriately zingy text.",2010
2010-01-26,using-svg-for-flexible-scalable-and-fun-backgrounds-part-ii,browsers;html;graphic-design,shelleyp,Shelley Powers,"Using SVG for Flexible, Scalable, and Fun Backgrounds, Part II","In Part II, dig deeper into the technology behind using SVG for your site design. Explore how to incorporate SVG in a cross-browser friendly manner, including using SVGWeb to ensure that the SVG shows in Internet Explorer. And discover the unique characteristic that makes SVG ideal for page backgrounds: scalability.",2010
2010-01-26,using-svg-for-flexible-scalable-and-fun-backgrounds-part-i,browsers;html;graphic-design,shelleyp,Shelley Powers,"Using SVG For Flexible, Scalable, and Fun Backgrounds, Part I","Many of us think of Scalable Vector Graphics (SVG) as an also-ran: fine for charts and tables, but not much else. Yet SVG can actually enhance a site’s overall design, and can be made to work in even the most stubborn browser. In Part I of a two-part series, Shelley Powers covers important basics of working with SVG, including browser support and accessibility.",2010
2009-12-15,survey2009,industry;state-of-the-web,alastaff,ALA Staff,"The Survey, 2009","For the third year in a row, good citizens of the web, we ask that you take a few minutes to tell us about your professional skills, educational background, career prospects, job benefits, and more.",2009
2009-12-08,letting-go-of-john-hancock,the-server-side;business;workflow-tools,bjorn-enki,Bjørn Enki,Letting Go of John Hancock,"Because clients expect everything to be faster, better, and simpler, web professionals must take an instant, foolproof, paperless, modern approach to how clients approve proposals and sign contracts. Implementing an instantaneous contract agreement helps to get projects off the ground, attract clients on tight timelines, and prevent potential delays. All it takes is a little PHP and some PDF magic.",2009
2009-12-08,content-strategist-as-digital-curator,content-strategy,erinscime,Erin Scime,The Content Strategist as Digital Curator,"As the digital landscape becomes increasingly complex, and as businesses become ever more comfortable using the web to bring their product and audience closer, the techniques and principles of museum curatorship can inform how we create online experiences—particularly when we approach content. Erin Scime shows us how.",2009
2009-11-17,on-web-typography,graphic-design;typography-web-fonts,jsm,Jason Santa Maria,On Web Typography,"Until now, chances are that if we dropped text onto a web page in a system font at a reasonable size, it was legible. But with many typefaces about to be freed for use on websites, choosing the right ones to complement a site’s design will be far more challenging. Many faces to which we’ll soon have access were never meant for screen use, either because they’re aesthetically unsuitable or because they’re just plain illegible. Jason Santa Maria, a force behind improved type on the web, presents qualities and methods to keep in mind as we venture into the widening world of web type.",2009
2009-11-17,real-web-type-in-real-web-context,typography-web-fonts,timbrown,Tim Brown,Real Web Type in Real Web Context,"Web fonts are here. Now that browsers support real fonts in web pages and we can license complete typefaces for such use, it’s time to think pragmatically about how to use real fonts in our web projects. Above all, we need to know how our type renders in screens, in web browsers. To that end, Tim Brown has created Web Font Specimen, a handy, free resource web designers and type designers can use to see how typefaces will look on the web.",2009
2009-11-03,you-can-get-there-from-here-websites-for-learners,writing;information-architecture;usability,ambersimmons,Amber Simmons,You Can Get There From Here: Websites for Learners,"“Content-rich” is not enough. Most websites are not learner-friendly. As an industry, we haven’t done our best to make our content-rich websites suitable for learning and exploration. Learners require more from us than keywords and killer headlines. They need an environment that is narrative, interactive, and discoverable. Amber Simmons tells how to begin creating rich content sites that invite and repay exploration and discovery.",2009
2009-11-03,can-you-say-that-in-english-explaining-ux-research-to-clients,business;interaction-design;usability;user-research,davidsherwin,David Sherwin,Can You Say That in English? Explaining UX Research to Clients,"It’s hard for clients to understand the true value of user experience research. As much as you’d like to tell your clients to go read The Elements of User Experience and call you back when they’re done, that won’t cut it in a professional services environment.  David Sherwin creates a cheat sheet to help you pitch UX research using plain, client-friendly language that focuses on the business value of each exercise.",2009
2009-10-20,the-myth-of-usability-testing,usability;user-research,rhoekman,Robert Hoekman Jr.,The Myth of Usability Testing,"Usability evaluations are good for many things, but determining a team’s priorities is not one of them. The Molich experiment proves a single usability team can’t discover all or even most major problems on a site. But usability testing does have value as a shock treatment, trust builder, and part of a triangulation process. Test for the right reasons and achieve a positive outcome.",2009
2009-10-20,getting-to-no,business;project-management,greghoy,Greg Hoy,Getting to No,"A bad client relationship is like a bad marriage without the benefits. To avoid such relationships, or to fix the one you’re in, learn the five classic signs of trouble. Recognizing the never-ending contract revisionist, the giant project team, the vanishing boss and other warning signs can help you run successful, angst-free projects.",2009
2009-10-06,discovering-magic,javascript,glennjones,Glenn Jones,Discovering Magic,"Wouldn’t it be a little magical if, when you signed up for a new site, it said something like, “We notice you have a profile photo on Flickr and Twitter, would you like to use one of those or upload a new one?” Glenn Jones created a JavaScript library called Ident Engine that can help you do just that.",2009
2009-10-06,usability-testing-demystified,usability;user-research,danachisnell,Dana Chisnell,Usability Testing Demystified,"The value in usability testing comes from the magic of observing and listening as people use a design. The things you see and the things you hear are often surprising, illuminating, and unpredictable. This unpredictability is tough to capture in any other way. Dana Chisnell shows you how.",2009
2009-09-22,testing-search-for-relevancy-and-precision,browsers;content-strategy;usability,jferrara,John Ferrara,Testing Search for Relevancy and Precision,"Despite the fact that site search often receives the most traffic, it’s also the place where the user experience designer bears the least influence. Few tools exist to appraise the quality of the search experience, much less strategize ways to improve it. But relevancy testing and precision testing offer hope. These are two tools you can use to analyze and improve the search user experience.",2009
2009-09-22,beyond-goals-site-search-analytics-from-the-bottom-up,browsers;content-strategy;usability;user-research,lrosenfeld,Lou Rosenfeld,Beyond Goals: Site Search Analytics from the Bottom Up,"Top-down analytics are great for creating measurable goals you can use to benchmark and evaluate the performance of your content and designs. But bottom-up analysis teaches you something new and unexpected about your customers, something goal-driven analysis can’t show you. Discover the kinds of information users want, and identify your site’s most urgent mistakes.",2009
2009-09-22,internal-site-search-analysis-simple-effective-life-altering,content-strategy;information-architecture;usability,akaushik,Avinash Kaushik,"Internal Site Search Analysis: Simple, Effective, Life Altering!","Your search and clickstream data is missing a key ingredient: customer intent. You have all the clicks, the pages people viewed, and where they bailed, but not why they came to the site. Your internal site-search data contains that missing ingredient: intent. Learn five ways to analyze your internal site-search data, data that’s easy to get, to understand, and to act on.",2009
2009-09-01,inline-validation-in-web-forms,javascript;interaction-design,lwroblewski,Luke Wroblewski,Inline Validation in Web Forms,"Web forms don’t have to be irritating, and your inline validation choices don’t have to be based on wild guesses. In his examination of inline form validation options, Luke Wroblewski offers that rarest of beasts: actual data about which things make people smile and which make them want to stab your website with a fork.",2009
2009-09-01,get-ready-for-html-5,html,j.davideisenberg,J. David Eisenberg,Get Ready for HTML 5,"Ready or not, here it comes. Despite the confusion surrounding its evolution, real-world HTML 5 is right around the corner. Longtime ALA contributor J. David Eisenberg returns to get us all up to speed on the markup we’re about to be writing.",2009
2009-08-18,javascript-mvc,javascript,jsnook,Jonathan Snook,JavaScript MVC,"As JavaScript takes center stage in our web applications, we need to produce ever more modular code. MVC (Model-View-Controller) may hold the key. MVC is a design pattern that breaks an application into three parts: the data (Model), the presentation of that data to the user (View), and the actions taken on any user interaction (Controller). Discover how MVC can make the JavaScript that powers your web applications more reusable and easier to maintain.",2009
2009-08-18,the-case-for-content-strategy-motown-style,content-strategy,MargotBloomstein,Margot Bloomstein,The Case for Content Strategy—Motown Style,"Over the past year, the content strategy chatter has been building. Jeffrey MacIntyre gave us its raison d’etre. Kristina Halvorson wrote the call to arms. Panels at SXSW, presentations at An Event Apart, and regional meetups continue to build the drum roll. But how do you start humming the content strategy tune to your own team and to your prospective clients? Listen up and heed Aretha Franklin. No, really.",2009
2009-08-04,redesigning-your-own-site,graphic-design;creativity,lealea,Lea Alcantara,Redesigning Your Own Site,"Redesigning your freelance website is an exercise in masochism. There are no colleagues to share the pain: It’s just you. As the designer who wrote The Art of Self-Branding, freelancer Lea Alcantara knew her site had to be just right. People were bound to scrutinize any update to the design, and she couldn’t afford to damage her credibility. Follow her process as she experiments to find the perfect balance of change and consistency.",2009
2009-08-04,erskine-design-redesign,business;project-management;web-strategy,simoncollison,Simon Collison,Erskine Design Redesign,"In a mere two years, Erskine Design grew from two people working at home into a full-fledged agency of eight, working with major clients. Their website needed to better reflect their achievements, abilities, and team strengths. They also sought to improve the quality of data collected during client inquiries. Simon Collison explores the agency’s thought processes, and the decisions they made as their own client.",2009
2009-07-21,the-inclusion-principle,accessibility,mrodrigue,Margit Link-Rodrigue,The Inclusion Principle,"To make accessible design an organic element of front-end development, we must free our thinking from the constraints we associate with accessible design and embrace the inclusion principle. Margit Link-Rodrigue tells us how.",2009
2009-07-21,unwebbable,html,joeclark,Joe Clark,Unwebbable,"It’s time we came to grips with the fact that not every “document” can be a semantic “web page.” Some forms of writing just cannot be expressed in HTML—or they need to be bent and distorted to do so. But for once, XML can help. Joe Clark explains.",2009
2009-07-07,introduction-to-rdfa-ii,browsers;html;usability,mbirbeck,Mark Birbeck,Introduction to RDFa II,"In part I of this series, we looked at how semantic features normally confined to the head of an HTML document can be used to add semantic richness to the elements of the body. Along the way, we defined six rules of RDFa. In part II, we’ll learn how to add properties to an image, and how to add metadata to any item—and we’ll add a few more rules to that list.",2009
